teacher {'sha256': '22aa12e2b632b19ddde155ccf2388671842ddd304824b3095e0a7fff364beb4f', 'source_url': 'http://shape2prog.csail.mit.edu/repo/resnet32x4_vanilla/ckpt_epoch_240.pth', 'architecture': 'resnet32x4', 'top1': 79.42, 'top5': 94.58, 'ce': 0.8833264050483703, 'n': 10000, 'evaluation_seconds': 3.7315812000015285}
normalization constant Z_v1 is set to 73831.6
normalization constant Z_v2 is set to 74000.2
{'epoch': 1, 'global_step': 782, 'ce': 3.84995244140625, 'kd': 9.350139401245118, 'crd': 21.23208625, 'total': 30.185761203613282, 'train_top1': 10.484, 'test_top1': 16.64, 'test_top5': 43.37, 'test_ce': 3.582192992401123, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.73569380000117, 'train_seconds': 91.62542919999396, 'train_n': 50000, 'best_top1': 16.64, 'peak_memory_bytes': 1446451200}
{'epoch': 2, 'global_step': 1564, 'ce': 3.132705194091797, 'kd': 8.129156290740967, 'crd': 19.705373005981446, 'total': 27.026160174560548, 'train_top1': 22.56, 'test_top1': 25.55, 'test_top5': 58.91, 'test_ce': 2.9764160289764403, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.88365740000154, 'train_seconds': 91.84109159999934, 'train_n': 50000, 'best_top1': 25.55, 'peak_memory_bytes': 1446451200}
{'epoch': 3, 'global_step': 2346, 'ce': 2.61430369430542, 'kd': 7.17990684753418, 'crd': 17.87120670074463, 'total': 24.091176059570312, 'train_top1': 32.39, 'test_top1': 32.6, 'test_top5': 64.36, 'test_ce': 2.808079712677002, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.9463451999909, 'train_seconds': 91.94399069999054, 'train_n': 50000, 'best_top1': 32.6, 'peak_memory_bytes': 1446451200}
{'epoch': 4, 'global_step': 3128, 'ce': 2.25053373298645, 'kd': 6.476997485656739, 'crd': 15.836735919799805, 'total': 21.396920150756834, 'train_top1': 40.312, 'test_top1': 35.55, 'test_top5': 68.35, 'test_ce': 2.8744024227142333, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.85596459999215, 'train_seconds': 91.89287679998961, 'train_n': 50000, 'best_top1': 35.55, 'peak_memory_bytes': 1446451200}
{'epoch': 5, 'global_step': 3910, 'ce': 2.007461315612793, 'kd': 6.013610081481934, 'crd': 14.639970136413574, 'total': 19.733047705688477, 'train_top1': 46.114, 'test_top1': 43.1, 'test_top5': 76.22, 'test_ce': 2.288138417625427, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.85483129999193, 'train_seconds': 91.85473629999615, 'train_n': 50000, 'best_top1': 43.1, 'peak_memory_bytes': 1446451200}
{'epoch': 6, 'global_step': 4692, 'ce': 1.8218300260543823, 'kd': 5.639876965942383, 'crd': 13.597518825073243, 'total': 18.33972223022461, 'train_top1': 50.368, 'test_top1': 44.31, 'test_top5': 76.25, 'test_ce': 2.585646654891968, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.4975059000135, 'train_seconds': 91.62664630000654, 'train_n': 50000, 'best_top1': 44.31, 'peak_memory_bytes': 1446451200}
{'epoch': 7, 'global_step': 5474, 'ce': 1.6972308236694336, 'kd': 5.348522579650879, 'crd': 12.86585445678711, 'total': 17.33843715148926, 'train_top1': 53.834, 'test_top1': 43.41, 'test_top5': 76.38, 'test_ce': 2.4132955043792723, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.83535370000754, 'train_seconds': 91.7453719000041, 'train_n': 50000, 'best_top1': 44.31, 'peak_memory_bytes': 1446451200}
{'epoch': 8, 'global_step': 6256, 'ce': 1.599221017150879, 'kd': 5.143802073059082, 'crd': 12.339734552001953, 'total': 16.614810936279298, 'train_top1': 56.172, 'test_top1': 48.06, 'test_top5': 78.3, 'test_ce': 2.4099557178497313, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.51381459999538, 'train_seconds': 91.34788960000151, 'train_n': 50000, 'best_top1': 48.06, 'peak_memory_bytes': 1446451200}
{'epoch': 9, 'global_step': 7038, 'ce': 1.519114905052185, 'kd': 4.9551882325744625, 'crd': 11.93757879272461, 'total': 16.02436636566162, 'train_top1': 58.162, 'test_top1': 47.0, 'test_top5': 78.93, 'test_ce': 2.448216418457031, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.82349749999412, 'train_seconds': 91.77191149999271, 'train_n': 50000, 'best_top1': 48.06, 'peak_memory_bytes': 1446451200}
{'epoch': 10, 'global_step': 7820, 'ce': 1.4654465420532226, 'kd': 4.849932938842773, 'crd': 11.631535788269042, 'total': 15.62060829284668, 'train_top1': 59.38, 'test_top1': 50.2, 'test_top5': 80.92, 'test_ce': 2.153457726097107, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.69359670000267, 'train_seconds': 91.69425770000089, 'train_n': 50000, 'best_top1': 50.2, 'peak_memory_bytes': 1446451200}
{'epoch': 11, 'global_step': 8602, 'ce': 1.4230635960960387, 'kd': 4.7392377508544925, 'crd': 11.402185213928222, 'total': 15.284049714660645, 'train_top1': 60.662, 'test_top1': 54.96, 'test_top5': 83.89, 'test_ce': 1.8386485202789307, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.27067309999256, 'train_seconds': 92.2743679999985, 'train_n': 50000, 'best_top1': 54.96, 'peak_memory_bytes': 1446451200}
