teacher {'sha256': '22aa12e2b632b19ddde155ccf2388671842ddd304824b3095e0a7fff364beb4f', 'source_url': 'http://shape2prog.csail.mit.edu/repo/resnet32x4_vanilla/ckpt_epoch_240.pth', 'architecture': 'resnet32x4', 'top1': 79.42, 'top5': 94.58, 'ce': 0.8833264050483703, 'n': 10000, 'evaluation_seconds': 3.9976643999980297}
normalization constant Z_v1 is set to 74297.8
normalization constant Z_v2 is set to 73928.6
{'epoch': 1, 'global_step': 782, 'ce': 3.8322164655303954, 'kd': 9.302835773925782, 'crd': 21.228142342529296, 'total': 30.117566512451173, 'train_top1': 10.996, 'test_top1': 15.14, 'test_top5': 42.03, 'test_ce': 3.6210160346984863, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.55153789999895, 'train_seconds': 92.41905890000635, 'train_n': 50000, 'best_top1': 15.14, 'peak_memory_bytes': 1446451200}
{'epoch': 2, 'global_step': 1564, 'ce': 3.0892108407592773, 'kd': 8.065419992980956, 'crd': 19.673168771362306, 'total': 26.893166148071288, 'train_top1': 23.402, 'test_top1': 26.9, 'test_top5': 60.22, 'test_ce': 3.0179603839874267, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.5714025000052, 'train_seconds': 92.4442080000008, 'train_n': 50000, 'best_top1': 26.9, 'peak_memory_bytes': 1446451200}
{'epoch': 3, 'global_step': 2346, 'ce': 2.547477314758301, 'kd': 7.0623195703125, 'crd': 17.83186401031494, 'total': 23.875288272705077, 'train_top1': 33.918, 'test_top1': 35.91, 'test_top5': 68.25, 'test_ce': 2.614136809158325, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.90564539999468, 'train_seconds': 91.75592759999563, 'train_n': 50000, 'best_top1': 35.91, 'peak_memory_bytes': 1446451200}
{'epoch': 4, 'global_step': 3128, 'ce': 2.204570761985779, 'kd': 6.387681050720214, 'crd': 15.734911076965332, 'total': 21.18018091796875, 'train_top1': 41.324, 'test_top1': 38.07, 'test_top5': 71.12, 'test_ce': 2.5878489707946777, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.74089119999553, 'train_seconds': 91.66191470000194, 'train_n': 50000, 'best_top1': 38.07, 'peak_memory_bytes': 1446451200}
{'epoch': 5, 'global_step': 3910, 'ce': 1.9594113303375245, 'kd': 5.907759426422119, 'crd': 14.516745432434082, 'total': 19.480567290039062, 'train_top1': 47.058, 'test_top1': 46.74, 'test_top5': 77.21, 'test_ce': 2.20857144947052, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.27874239999801, 'train_seconds': 91.31252739999036, 'train_n': 50000, 'best_top1': 46.74, 'peak_memory_bytes': 1446451200}
{'epoch': 6, 'global_step': 4692, 'ce': 1.7987810747528077, 'kd': 5.567949758758545, 'crd': 13.491295270385741, 'total': 18.159767229614257, 'train_top1': 50.888, 'test_top1': 48.47, 'test_top5': 80.6, 'test_ce': 1.987059098815918, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.57951999999932, 'train_seconds': 91.5068573000026, 'train_n': 50000, 'best_top1': 48.47, 'peak_memory_bytes': 1446451200}
{'epoch': 7, 'global_step': 5474, 'ce': 1.6662401943206786, 'kd': 5.276983790283203, 'crd': 12.747330013427735, 'total': 17.14108817932129, 'train_top1': 54.606, 'test_top1': 47.69, 'test_top5': 79.09, 'test_ce': 2.1645085004806517, 'test_n': 10000, 'lr': 0.05, 'seconds': 95.07430690000183, 'train_seconds': 93.06300789999659, 'train_n': 50000, 'best_top1': 48.47, 'peak_memory_bytes': 1446451200}
{'epoch': 8, 'global_step': 6256, 'ce': 1.5703932317733764, 'kd': 5.045769461669922, 'crd': 12.223186341857911, 'total': 16.394711970214843, 'train_top1': 56.794, 'test_top1': 51.9, 'test_top5': 82.21, 'test_ce': 1.9821994834899903, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.57338940000045, 'train_seconds': 91.46710319998965, 'train_n': 50000, 'best_top1': 51.9, 'peak_memory_bytes': 1446451200}
{'epoch': 9, 'global_step': 7038, 'ce': 1.5008370736694336, 'kd': 4.918930899047852, 'crd': 11.848571063537598, 'total': 15.89862498046875, 'train_top1': 58.688, 'test_top1': 49.13, 'test_top5': 79.42, 'test_ce': 2.2434283922195433, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.25528420000046, 'train_seconds': 91.18885880000016, 'train_n': 50000, 'best_top1': 51.9, 'peak_memory_bytes': 1446451200}
{'epoch': 10, 'global_step': 7820, 'ce': 1.4519036016464233, 'kd': 4.790509522399902, 'crd': 11.56468145263672, 'total': 15.49415848968506, 'train_top1': 59.876, 'test_top1': 55.11, 'test_top5': 84.41, 'test_ce': 1.7509598569869995, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.1546035999927, 'train_seconds': 91.13824119999481, 'train_n': 50000, 'best_top1': 55.11, 'peak_memory_bytes': 1446451200}
{'epoch': 11, 'global_step': 8602, 'ce': 1.4059607549285889, 'kd': 4.683333386993408, 'crd': 11.33557258758545, 'total': 15.157752410888673, 'train_top1': 61.122, 'test_top1': 54.5, 'test_top5': 82.96, 'test_ce': 1.887093155670166, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.51407779999136, 'train_seconds': 92.36325029999716, 'train_n': 50000, 'best_top1': 55.11, 'peak_memory_bytes': 1446451200}
