teacher {'sha256': '22aa12e2b632b19ddde155ccf2388671842ddd304824b3095e0a7fff364beb4f', 'source_url': 'http://shape2prog.csail.mit.edu/repo/resnet32x4_vanilla/ckpt_epoch_240.pth', 'architecture': 'resnet32x4', 'top1': 79.42, 'top5': 94.58, 'ce': 0.8833264050483703, 'n': 10000, 'evaluation_seconds': 3.9233435000060126}
normalization constant Z_v1 is set to 110493.5
normalization constant Z_v2 is set to 110710.4
{'epoch': 1, 'global_step': 782, 'ce': 3.85078158203125, 'kd': 9.548793315124511, 'crd': 22.007053918457032, 'total': 21.456425079345703, 'train_top1': 10.598, 'test_top1': 16.59, 'test_top5': 42.18, 'test_ce': 3.5265568168640136, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.94964760006405, 'train_seconds': 92.75162320001982, 'train_n': 50000, 'best_top1': 16.59, 'peak_memory_bytes': 1446451200}
{'epoch': 2, 'global_step': 1564, 'ce': 3.216058323059082, 'kd': 8.60587815979004, 'crd': 19.95015004577637, 'total': 19.17617866912842, 'train_top1': 21.014, 'test_top1': 21.84, 'test_top5': 50.9, 'test_ce': 3.225062448883057, 'test_n': 10000, 'lr': 0.05, 'seconds': 93.96457449998707, 'train_seconds': 91.86936550005339, 'train_n': 50000, 'best_top1': 21.84, 'peak_memory_bytes': 1446451200}
{'epoch': 3, 'global_step': 2346, 'ce': 2.7133057765960693, 'kd': 7.838570474243164, 'crd': 17.558581813964842, 'total': 16.760171414489747, 'train_top1': 30.134, 'test_top1': 32.95, 'test_top5': 65.04, 'test_ce': 2.6060235074996947, 'test_n': 10000, 'lr': 0.05, 'seconds': 95.51563089992851, 'train_seconds': 93.28182369994465, 'train_n': 50000, 'best_top1': 32.95, 'peak_memory_bytes': 1446451200}
{'epoch': 4, 'global_step': 3128, 'ce': 2.3142355907440186, 'kd': 7.19409998916626, 'crd': 14.908935368041993, 'total': 14.241384053649902, 'train_top1': 38.642, 'test_top1': 37.02, 'test_top5': 70.37, 'test_ce': 2.409227731323242, 'test_n': 10000, 'lr': 0.05, 'seconds': 95.13351640000474, 'train_seconds': 92.93794259999413, 'train_n': 50000, 'best_top1': 37.02, 'peak_memory_bytes': 1446451200}
{'epoch': 5, 'global_step': 3910, 'ce': 2.0456759603118897, 'kd': 6.769600720520019, 'crd': 13.263864716796874, 'total': 12.656767932434082, 'train_top1': 44.718, 'test_top1': 43.56, 'test_top5': 75.2, 'test_ce': 2.169714320373535, 'test_n': 10000, 'lr': 0.05, 'seconds': 95.03199649997987, 'train_seconds': 92.86119660001714, 'train_n': 50000, 'best_top1': 43.56, 'peak_memory_bytes': 1446451200}
{'epoch': 6, 'global_step': 4692, 'ce': 1.8657860466766358, 'kd': 6.421714043884277, 'crd': 12.334316123046875, 'total': 11.733239148864746, 'train_top1': 48.964, 'test_top1': 42.51, 'test_top5': 74.59, 'test_ce': 2.2705992420196535, 'test_n': 10000, 'lr': 0.05, 'seconds': 95.46101680002175, 'train_seconds': 93.14444389997516, 'train_n': 50000, 'best_top1': 43.56, 'peak_memory_bytes': 1446451200}
{'epoch': 7, 'global_step': 5474, 'ce': 1.7323877518463136, 'kd': 6.199572770080566, 'crd': 11.489019901733398, 'total': 10.923603868408204, 'train_top1': 52.552, 'test_top1': 48.51, 'test_top5': 78.96, 'test_ce': 1.9626404644012452, 'test_n': 10000, 'lr': 0.05, 'seconds': 95.41228779999074, 'train_seconds': 93.40531459997874, 'train_n': 50000, 'best_top1': 48.51, 'peak_memory_bytes': 1446451200}
{'epoch': 8, 'global_step': 6256, 'ce': 1.6262561057662963, 'kd': 6.003641357421875, 'crd': 10.838784797363282, 'total': 10.297284125366211, 'train_top1': 55.192, 'test_top1': 50.19, 'test_top5': 81.62, 'test_ce': 1.8280546045303345, 'test_n': 10000, 'lr': 0.05, 'seconds': 95.3376958000008, 'train_seconds': 93.25080939999316, 'train_n': 50000, 'best_top1': 50.19, 'peak_memory_bytes': 1446451200}
{'epoch': 9, 'global_step': 7038, 'ce': 1.5536325800323487, 'kd': 5.865563075561523, 'crd': 10.389738163452149, 'total': 9.86542328491211, 'train_top1': 57.112, 'test_top1': 52.27, 'test_top5': 81.95, 'test_ce': 1.7467444633483886, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.77467269997578, 'train_seconds': 92.80797820002772, 'train_n': 50000, 'best_top1': 52.27, 'peak_memory_bytes': 1446451200}
{'epoch': 10, 'global_step': 7820, 'ce': 1.4959802332687377, 'kd': 5.733839830322266, 'crd': 10.019605767822265, 'total': 9.511664985046387, 'train_top1': 58.518, 'test_top1': 50.3, 'test_top5': 81.54, 'test_ce': 1.8380826076507568, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.43149690004066, 'train_seconds': 92.32765590003692, 'train_n': 50000, 'best_top1': 52.27, 'peak_memory_bytes': 1446451200}
{'epoch': 11, 'global_step': 8602, 'ce': 1.444594332561493, 'kd': 5.62701949142456, 'crd': 9.697183780517578, 'total': 9.202341488494874, 'train_top1': 60.2, 'test_top1': 52.29, 'test_top5': 80.72, 'test_ce': 1.830000605392456, 'test_n': 10000, 'lr': 0.05, 'seconds': 94.65490570000838, 'train_seconds': 92.54094839992467, 'train_n': 50000, 'best_top1': 52.29, 'peak_memory_bytes': 1446451200}
