{'epoch': 1, 'global_step': 782, 'ce': 3.8301221142578123, 'kd': 0.0, 'crd': 0.0, 'total': 3.8301221142578123, 'train_top1': 10.938, 'test_top1': 16.33, 'test_top5': 43.4, 'test_ce': 3.5070164169311524, 'test_n': 10000, 'lr': 0.05, 'seconds': 29.378541100013535, 'train_seconds': 27.135247400030494, 'train_n': 50000, 'best_top1': 16.33, 'peak_memory_bytes': 347317760}
{'epoch': 21, 'global_step': 16422, 'ce': 1.4119475703048705, 'kd': 0.0, 'crd': 0.0, 'total': 1.4119475703048705, 'train_top1': 60.31, 'test_top1': 54.0, 'test_top5': 83.11, 'test_ce': 1.7194283283233642, 'test_n': 10000, 'lr': 0.05, 'seconds': 29.15141799999401, 'train_seconds': 26.792896000028122, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 22, 'global_step': 17204, 'ce': 1.4109891689682006, 'kd': 0.0, 'crd': 0.0, 'total': 1.4109891689682006, 'train_top1': 60.568, 'test_top1': 49.89, 'test_top5': 78.73, 'test_ce': 2.0139222826004026, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.692414799996186, 'train_seconds': 26.68013809999684, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 23, 'global_step': 17986, 'ce': 1.3996283152770996, 'kd': 0.0, 'crd': 0.0, 'total': 1.3996283152770996, 'train_top1': 60.458, 'test_top1': 51.67, 'test_top5': 82.39, 'test_ce': 1.8442546148300172, 'test_n': 10000, 'lr': 0.05, 'seconds': 27.248959799995646, 'train_seconds': 25.284976400027517, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 24, 'global_step': 18768, 'ce': 1.3885530862426758, 'kd': 0.0, 'crd': 0.0, 'total': 1.3885530862426758, 'train_top1': 60.938, 'test_top1': 52.11, 'test_top5': 81.6, 'test_ce': 1.916132610321045, 'test_n': 10000, 'lr': 0.05, 'seconds': 27.282201600028202, 'train_seconds': 25.23582990001887, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 25, 'global_step': 19550, 'ce': 1.3777130699920654, 'kd': 0.0, 'crd': 0.0, 'total': 1.3777130699920654, 'train_top1': 61.19, 'test_top1': 54.2, 'test_top5': 83.45, 'test_ce': 1.7104894199371339, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.708835600002203, 'train_seconds': 26.743327100004535, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 26, 'global_step': 20332, 'ce': 1.3799790678977966, 'kd': 0.0, 'crd': 0.0, 'total': 1.3799790678977966, 'train_top1': 61.1, 'test_top1': 50.83, 'test_top5': 81.68, 'test_ce': 1.9130978841781616, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.81222769996384, 'train_seconds': 26.84302229998866, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 27, 'global_step': 21114, 'ce': 1.3749354928970337, 'kd': 0.0, 'crd': 0.0, 'total': 1.3749354928970337, 'train_top1': 61.294, 'test_top1': 52.52, 'test_top5': 81.4, 'test_ce': 1.894243649482727, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.53304179996485, 'train_seconds': 26.553929699992295, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 28, 'global_step': 21896, 'ce': 1.3722053413772584, 'kd': 0.0, 'crd': 0.0, 'total': 1.3722053413772584, 'train_top1': 61.282, 'test_top1': 51.51, 'test_top5': 81.86, 'test_ce': 1.8346376920700074, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.741449300025124, 'train_seconds': 26.76915500004543, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 29, 'global_step': 22678, 'ce': 1.3536574160003663, 'kd': 0.0, 'crd': 0.0, 'total': 1.3536574160003663, 'train_top1': 61.918, 'test_top1': 53.79, 'test_top5': 83.18, 'test_ce': 1.7042708768844606, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.623463800002355, 'train_seconds': 26.6646334999823, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 30, 'global_step': 23460, 'ce': 1.3512195816802979, 'kd': 0.0, 'crd': 0.0, 'total': 1.3512195816802979, 'train_top1': 61.942, 'test_top1': 53.3, 'test_top5': 82.55, 'test_ce': 1.803788611984253, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.805983899976127, 'train_seconds': 26.795510299969465, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 31, 'global_step': 24242, 'ce': 1.346966227798462, 'kd': 0.0, 'crd': 0.0, 'total': 1.346966227798462, 'train_top1': 62.034, 'test_top1': 51.06, 'test_top5': 81.03, 'test_ce': 1.9380245349884033, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.62965079996502, 'train_seconds': 26.675465899985284, 'train_n': 50000, 'best_top1': 55.56, 'peak_memory_bytes': 347317760}
{'epoch': 32, 'global_step': 25024, 'ce': 1.342552505493164, 'kd': 0.0, 'crd': 0.0, 'total': 1.342552505493164, 'train_top1': 62.312, 'test_top1': 56.07, 'test_top5': 84.02, 'test_ce': 1.6477465742111206, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.77003389998572, 'train_seconds': 26.71925740002189, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 33, 'global_step': 25806, 'ce': 1.342550570411682, 'kd': 0.0, 'crd': 0.0, 'total': 1.342550570411682, 'train_top1': 62.096, 'test_top1': 53.59, 'test_top5': 82.15, 'test_ce': 1.7869014413833617, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.744729699974414, 'train_seconds': 26.607761599996593, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 34, 'global_step': 26588, 'ce': 1.3380610182952881, 'kd': 0.0, 'crd': 0.0, 'total': 1.3380610182952881, 'train_top1': 62.3, 'test_top1': 53.05, 'test_top5': 82.91, 'test_ce': 1.7327666313171386, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.761181199981365, 'train_seconds': 26.536791299993638, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 35, 'global_step': 27370, 'ce': 1.322506613883972, 'kd': 0.0, 'crd': 0.0, 'total': 1.322506613883972, 'train_top1': 62.502, 'test_top1': 55.37, 'test_top5': 84.31, 'test_ce': 1.634447652053833, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.75101090001408, 'train_seconds': 26.80546120001236, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 36, 'global_step': 28152, 'ce': 1.326803948059082, 'kd': 0.0, 'crd': 0.0, 'total': 1.326803948059082, 'train_top1': 62.5, 'test_top1': 52.48, 'test_top5': 82.48, 'test_ce': 1.8164461919784547, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.828861200017855, 'train_seconds': 26.770246700034477, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 37, 'global_step': 28934, 'ce': 1.3109284670257568, 'kd': 0.0, 'crd': 0.0, 'total': 1.3109284670257568, 'train_top1': 62.836, 'test_top1': 54.59, 'test_top5': 83.93, 'test_ce': 1.695005044746399, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.43374979996588, 'train_seconds': 26.452998299966566, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 38, 'global_step': 29716, 'ce': 1.3283024108886718, 'kd': 0.0, 'crd': 0.0, 'total': 1.3283024108886718, 'train_top1': 62.646, 'test_top1': 50.02, 'test_top5': 79.54, 'test_ce': 2.0166224241256714, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.863711500016507, 'train_seconds': 26.84836639999412, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 39, 'global_step': 30498, 'ce': 1.3152337859344483, 'kd': 0.0, 'crd': 0.0, 'total': 1.3152337859344483, 'train_top1': 62.9, 'test_top1': 54.8, 'test_top5': 83.61, 'test_ce': 1.6759454818725585, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.73308570001973, 'train_seconds': 26.750114499998745, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 40, 'global_step': 31280, 'ce': 1.3062366315460205, 'kd': 0.0, 'crd': 0.0, 'total': 1.3062366315460205, 'train_top1': 63.134, 'test_top1': 50.66, 'test_top5': 80.25, 'test_ce': 1.9690080617904664, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.800668100011535, 'train_seconds': 26.733287499984726, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 41, 'global_step': 32062, 'ce': 1.3184314123916625, 'kd': 0.0, 'crd': 0.0, 'total': 1.3184314123916625, 'train_top1': 62.804, 'test_top1': 55.71, 'test_top5': 83.67, 'test_ce': 1.6697857271194458, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.726113299955614, 'train_seconds': 26.76813369995216, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 42, 'global_step': 32844, 'ce': 1.31399858959198, 'kd': 0.0, 'crd': 0.0, 'total': 1.31399858959198, 'train_top1': 62.928, 'test_top1': 54.01, 'test_top5': 83.71, 'test_ce': 1.7515552124023437, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.403686799982097, 'train_seconds': 26.3843051000149, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 43, 'global_step': 33626, 'ce': 1.3056219902420043, 'kd': 0.0, 'crd': 0.0, 'total': 1.3056219902420043, 'train_top1': 62.954, 'test_top1': 54.67, 'test_top5': 84.05, 'test_ce': 1.709714307975769, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.754274800012354, 'train_seconds': 26.79482830001507, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 44, 'global_step': 34408, 'ce': 1.2959896224594116, 'kd': 0.0, 'crd': 0.0, 'total': 1.2959896224594116, 'train_top1': 63.26, 'test_top1': 46.6, 'test_top5': 78.15, 'test_ce': 2.168433916091919, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.770010099979118, 'train_seconds': 26.75970639998559, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 45, 'global_step': 35190, 'ce': 1.3048373236846924, 'kd': 0.0, 'crd': 0.0, 'total': 1.3048373236846924, 'train_top1': 63.478, 'test_top1': 54.65, 'test_top5': 82.11, 'test_ce': 1.7286597555160523, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.708083399978932, 'train_seconds': 26.686482099990826, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 46, 'global_step': 35972, 'ce': 1.2971361728668214, 'kd': 0.0, 'crd': 0.0, 'total': 1.2971361728668214, 'train_top1': 63.576, 'test_top1': 53.22, 'test_top5': 82.15, 'test_ce': 1.7789172813415528, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.819223499973305, 'train_seconds': 26.791121499962173, 'train_n': 50000, 'best_top1': 56.07, 'peak_memory_bytes': 347317760}
{'epoch': 47, 'global_step': 36754, 'ce': 1.2877529277038575, 'kd': 0.0, 'crd': 0.0, 'total': 1.2877529277038575, 'train_top1': 63.55, 'test_top1': 56.56, 'test_top5': 85.01, 'test_ce': 1.6689180404663086, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.463062199996784, 'train_seconds': 26.476343500020448, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 48, 'global_step': 37536, 'ce': 1.298833586769104, 'kd': 0.0, 'crd': 0.0, 'total': 1.298833586769104, 'train_top1': 63.622, 'test_top1': 54.16, 'test_top5': 83.34, 'test_ce': 1.7324259695053101, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.892697600007523, 'train_seconds': 26.726125599991065, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 49, 'global_step': 38318, 'ce': 1.2931058308029175, 'kd': 0.0, 'crd': 0.0, 'total': 1.2931058308029175, 'train_top1': 63.452, 'test_top1': 50.99, 'test_top5': 81.37, 'test_ce': 1.8926699855804443, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.781835599977057, 'train_seconds': 26.78236739995191, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 50, 'global_step': 39100, 'ce': 1.2888111149215697, 'kd': 0.0, 'crd': 0.0, 'total': 1.2888111149215697, 'train_top1': 63.38, 'test_top1': 54.98, 'test_top5': 83.63, 'test_ce': 1.7134794851303101, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.722217999980785, 'train_seconds': 26.73447289998876, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 51, 'global_step': 39882, 'ce': 1.2869314555358886, 'kd': 0.0, 'crd': 0.0, 'total': 1.2869314555358886, 'train_top1': 63.66, 'test_top1': 48.68, 'test_top5': 79.52, 'test_ce': 2.0545452060699465, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.794572599988896, 'train_seconds': 26.6590519999736, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 52, 'global_step': 40664, 'ce': 1.2866294022750855, 'kd': 0.0, 'crd': 0.0, 'total': 1.2866294022750855, 'train_top1': 63.436, 'test_top1': 55.78, 'test_top5': 84.28, 'test_ce': 1.6599189060211181, 'test_n': 10000, 'lr': 0.05, 'seconds': 27.382033300003968, 'train_seconds': 25.310539299971424, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 53, 'global_step': 41446, 'ce': 1.2903683484649657, 'kd': 0.0, 'crd': 0.0, 'total': 1.2903683484649657, 'train_top1': 63.536, 'test_top1': 54.37, 'test_top5': 82.97, 'test_ce': 1.672013426399231, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.78449420002289, 'train_seconds': 26.77954260003753, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 54, 'global_step': 42228, 'ce': 1.2864213260650634, 'kd': 0.0, 'crd': 0.0, 'total': 1.2864213260650634, 'train_top1': 63.368, 'test_top1': 50.5, 'test_top5': 79.32, 'test_ce': 2.118568200492859, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.737278599990532, 'train_seconds': 26.74473959999159, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 55, 'global_step': 43010, 'ce': 1.2745723320007325, 'kd': 0.0, 'crd': 0.0, 'total': 1.2745723320007325, 'train_top1': 64.014, 'test_top1': 53.93, 'test_top5': 82.35, 'test_ce': 1.7672261182785034, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.725297699973453, 'train_seconds': 26.750954499992076, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 56, 'global_step': 43792, 'ce': 1.284526682319641, 'kd': 0.0, 'crd': 0.0, 'total': 1.284526682319641, 'train_top1': 63.36, 'test_top1': 54.61, 'test_top5': 83.84, 'test_ce': 1.708199315071106, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.756196399976034, 'train_seconds': 26.649354199995287, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 57, 'global_step': 44574, 'ce': 1.2711457600402831, 'kd': 0.0, 'crd': 0.0, 'total': 1.2711457600402831, 'train_top1': 63.788, 'test_top1': 51.24, 'test_top5': 80.81, 'test_ce': 1.988050623703003, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.8590383999981, 'train_seconds': 26.845241700008046, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 58, 'global_step': 45356, 'ce': 1.279459919166565, 'kd': 0.0, 'crd': 0.0, 'total': 1.279459919166565, 'train_top1': 63.632, 'test_top1': 53.04, 'test_top5': 83.12, 'test_ce': 1.7947288524627685, 'test_n': 10000, 'lr': 0.05, 'seconds': 27.316967000020668, 'train_seconds': 25.339170999999624, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 59, 'global_step': 46138, 'ce': 1.2865054811859131, 'kd': 0.0, 'crd': 0.0, 'total': 1.2865054811859131, 'train_top1': 63.582, 'test_top1': 54.79, 'test_top5': 84.43, 'test_ce': 1.7005400022506714, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.775365100009367, 'train_seconds': 26.759378100046888, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 60, 'global_step': 46920, 'ce': 1.2710204690170288, 'kd': 0.0, 'crd': 0.0, 'total': 1.2710204690170288, 'train_top1': 64.23, 'test_top1': 53.78, 'test_top5': 82.27, 'test_ce': 1.752283438873291, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.62783810001565, 'train_seconds': 26.644965199986473, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 61, 'global_step': 47702, 'ce': 1.282749308128357, 'kd': 0.0, 'crd': 0.0, 'total': 1.282749308128357, 'train_top1': 63.784, 'test_top1': 55.93, 'test_top5': 83.01, 'test_ce': 1.762068004989624, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.5414715000079, 'train_seconds': 26.579184200032614, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 62, 'global_step': 48484, 'ce': 1.2723494382858276, 'kd': 0.0, 'crd': 0.0, 'total': 1.2723494382858276, 'train_top1': 63.63, 'test_top1': 55.0, 'test_top5': 83.74, 'test_ce': 1.6599648700714111, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.830659400031436, 'train_seconds': 26.789743500004988, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 63, 'global_step': 49266, 'ce': 1.2774213423538208, 'kd': 0.0, 'crd': 0.0, 'total': 1.2774213423538208, 'train_top1': 63.74, 'test_top1': 54.32, 'test_top5': 83.66, 'test_ce': 1.6995548561096192, 'test_n': 10000, 'lr': 0.05, 'seconds': 28.975834599987138, 'train_seconds': 26.720188400009647, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
{'epoch': 64, 'global_step': 50048, 'ce': 1.2716824367904662, 'kd': 0.0, 'crd': 0.0, 'total': 1.2716824367904662, 'train_top1': 63.944, 'test_top1': 54.92, 'test_top5': 83.78, 'test_ce': 1.6580010137557983, 'test_n': 10000, 'lr': 0.05, 'seconds': 29.079140799993183, 'train_seconds': 26.89811309997458, 'train_n': 50000, 'best_top1': 56.56, 'peak_memory_bytes': 347317760}
